CustomerID,SubscriptionPlan,MonthlyRevenue,DataUsageGB,CallDurationMinutes,Revenue_per_GB,Revenue_per_Minute,Usage_Intensity
Cust_2,Standard,40,8.223839759436125,29.35481581876615,4.863908000408636,1.36263842522318,16.676230183168137
Cust_3,Standard,40,8.653937533062201,11.37174692321759,4.622173414954842,3.517489464906432,9.741061289124357
Cust_4,Standard,40,8.70662902045828,23.171835748324103,4.594200569015926,1.7262335377503697,14.49271171160461
Cust_5,Basic,20,3.0064218423889617,31.77283800161464,6.652426388742442,0.6294684786729985,14.512988306079233
Cust_6,Premium,60,2.53917538289152,40.97216044502357,23.62971868909433,1.4644089876712256,17.91236940774434
Cust_7,Premium,60,0.9881417708983324,38.65617993096146,60.720032051122814,1.5521450931560707,16.055357034923585
Cust_8,Basic,20,1.8392368882680643,28.76688687258596,10.87407507296855,0.6952438089176567,12.610296881995223
Cust_9,Premium,60,3.1850349179388457,32.090586205862145,18.83809802588545,1.869707197465888,14.747255433108165
Cust_10,Standard,40,9.704286179133527,7.493495123617941,4.121889983624896,5.337963038626436,8.819969756927293
Cust_11,Premium,60,3.358101371879266,23.34350256949774,17.867239060273725,2.5703083683080283,11.352261850926656
Cust_12,Premium,60,4.24753203094069,8.554976831630412,14.125849920126901,7.0134614249522365,5.970509951216579
Cust_13,Standard,40,8.097579007130562,56.18662003455134,4.939748036391719,0.711913262897865,27.333195418098875
Cust_14,Premium,60,0.7133157783743477,52.22408005205261,84.11421956309515,1.1488952977285,21.317621487845653
Cust_15,Premium,60,7.715009339836146,43.87111083078368,7.7770482648922235,1.3676425981422593,22.17744993621516
Cust_16,Premium,60,1.4081090509027911,33.96061568590417,42.610336153674865,1.7667524215382184,14.429111704903343
Cust_17,Basic,20,1.2604296711787764,2.6774008691916795,15.867604878974042,7.4699310925517475,1.8272181503839375
Cust_18,Premium,60,3.767894550784168,29.472720913789257,15.92401251980709,2.035780821713278,14.049825095986204
Cust_19,Premium,60,2.8320481122016923,24.07270296648517,21.1860807524752,2.4924496465367443,11.328310053915084
Cust_20,Standard,40,5.086082411739417,40.95387212789392,7.864599265571118,0.9767086217167672,19.433198298201223
Cust_21,Premium,60,2.542902121993897,42.2934433933213,23.595088258038743,1.4186596121297328,18.443118630524857
Cust_22,Standard,40,3.1336917735461665,38.96197606489598,12.764497241774027,1.0266419735327352,17.465005490086092
Cust_23,Premium,60,8.693651789294956,47.24885914683879,6.901587670428876,1.2698719309504076,24.11573473231249
Cust_24,Premium,60,2.1846349007426973,8.331739138777017,27.464543379583546,7.201377647645263,4.643476595956425
Cust_25,Basic,20,7.445386213493481,58.42679974491396,2.6862273395238305,0.34230866806530846,27.837951626061674
Cust_26,Basic,20,0.7545429082554078,35.827147307155855,26.506113543949883,0.5582359049838541,14.783584667815587
Cust_28,Basic,20,2.3490508926612628,2.0523179577098283,8.514076924634784,9.745078692542311,2.230357718680689
Cust_29,Premium,60,9.2346327872043,48.81685674126235,6.497280550574492,1.2290836404730074,25.067522368827518
Cust_30,Standard,40,1.688623532637404,52.42018970844732,23.68793234660502,0.7630647699383306,21.98125000296137
Cust_31,Basic,20,3.751464641688872,18.15450771735527,5.331251100635777,1.1016547686875853,9.512681871955431
Cust_32,Standard,40,3.3390281642341457,16.341542518775626,11.979533574606604,2.4477493452066703,8.540033906050738
Cust_33,Basic,20,8.69377280694738,57.387570046727554,2.300497200020867,0.34850752495209497,28.171291702859452
Cust_34,Basic,20,8.260459620247898,52.03209183564105,2.4211727820781714,0.3843781653671736,25.76911250640516
Cust_35,Premium,60,4.550150825318057,32.93152128764602,13.186376079260182,1.8219625955302736,15.902699010249243
Cust_36,Standard,40,2.348459960975212,14.344153393544428,17.032438561732924,2.788592599546653,7.146737334002898
Cust_37,Standard,40,4.435416025277945,16.23213125918551,9.01831976347549,2.464248185361649,9.15410211884097
Cust_38,Premium,60,3.957875666884173,11.796182037145766,15.159647510411776,5.086391496084249,7.09319821498881
Cust_39,Standard,40,5.005834466811875,23.999960456418087,7.990675733525658,1.6666694127532686,12.60348486265436
Cust_40,Basic,20,6.02770807731253,10.280157299982184,3.318010717087854,1.9454955227226591,7.728687766380392
Cust_41,Premium,60,3.892504756269246,8.570180828400009,15.414239354072551,7.001019138496004,5.763575185121551
Cust_42,Premium,60,2.62946366147057,10.952678008066547,22.818341580139588,5.478112289598083,5.958749400108961
Cust_43,Standard,40,1.8314167090301112,12.676654078229015,21.841015102009937,3.1554067621594495,6.169511656709673
Cust_44,Premium,60,8.281703537060787,46.80686317410791,7.244886240071117,1.2818632980556177,23.691767391879637
Cust_46,Standard,40,1.573583456547147,55.42084019065274,25.419687677557597,0.7217501550390856,23.112486150189387
Cust_47,Premium,60,9.662580490736094,40.47689105506002,6.209521365180287,1.4823272844345439,21.988304716465663
Cust_48,Basic,20,9.649206595457477,21.29162614125012,2.0727092742957054,0.9393364258473551,14.306174413774535
Cust_49,Standard,40,3.7734990024568416,47.94743724251768,10.600241307591942,0.834246881594117,21.44307429848118
Cust_50,Standard,40,2.4184696433711173,16.512812240284166,16.53938477567318,2.4223614619935656,8.056206682136338
Cust_51,Basic,20,0.731758124014037,10.063892044702294,27.331435543606414,1.987302716599404,4.46461169228934
Cust_52,Standard,40,2.390992050608458,37.51197386945147,16.729457544545507,1.0663261853190482,16.439384778145662
Cust_53,Basic,20,8.207200199035512,32.202125637181226,2.4368846275189373,0.6210770129071106,17.805170374293798
Cust_54,Basic,20,7.336975235687777,59.61236320202399,2.7259189730828055,0.33550087474674967,28.247130422222263
Cust_55,Premium,60,1.7191232005018426,19.041891228650144,34.90151257483171,3.1509475229920914,8.648230411761164
Cust_57,Basic,20,2.2364003786000373,11.025886519476956,8.942942503220191,1.8139131002908924,5.752194834950805
Cust_58,Standard,40,4.465444601899817,44.722214182432985,8.957674669837369,0.8944100986778091,20.568152434113085
Cust_60,Standard,40,5.842804865983479,44.67766593708621,6.84602702254837,0.8953019178827927,21.37674929442457
Cust_61,Basic,20,1.035803575575009,9.27249722231308,19.30868020888742,2.156916256806479,4.330481034270237
Cust_62,Premium,60,6.092235098469127,28.022472185034854,9.84860220103406,2.1411387119528467,14.864329933095418
Cust_63,Premium,60,8.071401376113466,53.96174912251558,7.433653365023355,1.1118987241087217,26.427540474674313
Cust_64,Standard,40,1.434126138544921,26.45969760682331,27.891549372766058,1.5117330739896657,11.444354725856277
Cust_65,Standard,40,5.143393423503783,9.76074438168833,7.776966820623104,4.098048103282174,6.990333806777602
Cust_66,Premium,60,5.247950620811338,23.905409936130905,11.43303440433743,2.509892118993338,12.710934346939165
Cust_67,Standard,40,5.728776226759493,9.145307738215395,6.982294021741913,4.373827666055725,7.095388831341854
Cust_68,Premium,60,1.6524350963062484,52.76966012375137,36.31004941381377,1.1370169877784428,22.099325107284297
Cust_69,Basic,20,4.313270949723067,53.37425449699376,4.636852224941746,0.37471249366352233,23.937664368631346
Cust_70,Basic,20,0.4466041422048125,48.20204903619168,44.78238804786546,0.4149201206152739,19.54878209979956
Cust_73,Standard,40,8.44092806064394,18.631859668003425,4.738815413734078,2.1468603087802434,12.517300703587733
Cust_74,Premium,60,7.932133666260434,45.61562819675471,7.5641690526739085,1.3153386760607773,23.005531478458146
Cust_75,Standard,40,9.017207265338554,44.46566333431841,4.435963244823805,0.899570522523346,23.196589692930495
Cust_76,Basic,20,2.400604175915672,31.2390454239759,8.331236028268307,0.640224428389545,13.935980675139763
Cust_77,Premium,60,3.3936149993911533,30.073351540526254,17.68026131743423,1.9951218246873876,14.065509615845194
Cust_80,Premium,60,5.943407476322599,46.53062745474568,10.095218986587836,1.2894732627096903,22.17829546769183
Cust_81,Basic,20,8.564135620750665,48.835615263549066,2.335320327195724,0.4095371767523939,24.672727477870026
Cust_82,Premium,60,5.051851739098908,22.422993256631564,11.876833109655374,2.675824735498018,12.000308346111972
Cust_83,Basic,20,4.889235379015798,16.89172890288227,4.0906191765359425,1.1840114244662876,9.690232788562387
Cust_84,Standard,40,5.063523429915265,36.50813659297108,7.899637585101364,1.0956461691255206,17.64136869513759
Cust_85,Standard,40,7.983292746335347,44.514141555981126,5.01046388639094,0.8985908433097799,22.59563227019366
Cust_86,Premium,60,7.483173801213142,44.53346986844922,8.017988302005365,1.3473012585194581,22.303292228107573
Cust_87,Standard,40,4.933281831673955,25.044097282513047,8.108192753793524,1.597182743253831,12.977608012009593
Cust_88,Basic,20,5.0504672166560045,40.91383546034534,3.9600296649865836,0.48883219514788523,19.39581451413174
Cust_89,Basic,20,2.122955589242613,54.52524053941762,9.420828255354703,0.366802600082828,23.083869569312615
Cust_90,Standard,40,9.171612511405248,22.16237462888625,4.361283247657757,1.8048607457372523,14.36791735839765
Cust_91,Premium,60,1.9826350622434328,9.806681635384365,30.262755432211282,6.118277540846093,5.112253691499806
Cust_92,Standard,40,7.305573593436588,11.485184425378389,5.475271652308925,3.482747731208693,8.97741792621331
Cust_93,Standard,40,3.833870164177746,33.545582251801406,10.433321496837605,1.192407384666933,15.71855499922721
Cust_94,Standard,40,3.265903720319621,46.87567992356267,12.247758484467925,0.8533209558821456,20.70981420161684
Cust_95,Basic,20,8.68624665503411,17.86250338337482,2.302490453504335,1.1196638886918064,12.356749346370393
Cust_96,Standard,40,2.404156565708404,20.40140593374792,16.637851532025195,1.9606491890753552,9.60305631292421
Cust_97,Premium,60,5.381479124044613,37.267436051942965,11.149351064453295,1.609984650308989,18.135861895203956
Cust_98,Standard,40,7.394871286876967,29.16237008465912,5.409154324428136,1.3716306282335406,16.10187080598983
Cust_99,Basic,20,4.141794673481813,26.43359076160536,4.828824598199343,0.7566130602676155,13.058513108731232
Cust_100,Premium,60,4.3415326910636285,16.642679279139465,13.820004194256256,3.6051887435700434,9.261991326293963
Cust_101,Basic,20,9.457152729707431,17.31112410817101,2.1148014176798355,1.1553264753361576,12.598741281092863
Cust_102,Standard,40,3.5769004887592417,36.6923745583137,11.182866318396023,1.0901447639053619,16.823090116581028
Cust_103,Basic,20,9.981583237239173,57.44509919941026,2.003690148611318,0.3481585074920599,28.966989622107608
Cust_104,Standard,40,3.5344427964485523,12.819555915770014,11.317201127202411,3.120232889720765,7.2484880441771375
Cust_105,Basic,20,8.981553596981149,49.424344086076815,2.2267862440549635,0.40465888561248786,25.158669792619413
Cust_106,Basic,20,3.1825074032387923,9.320749288923071,6.284353016632824,2.145750237458733,5.6378041575125035
Cust_107,Standard,40,0.5275662583047414,58.1547022672133,75.819860293064,0.6878205620622937,23.57842066186817
Cust_108,Basic,20,7.86101194547334,33.54160109534782,2.5442017056743866,0.5962744575951079,18.133247605423133
Cust_109,Basic,20,3.8353769685230064,50.08593082124606,5.214611279188535,0.3993137328600102,22.33559850961223
Cust_110,Basic,20,7.433435572938999,47.66987344988372,2.6905459533151626,0.4195521941342344,23.528010723716886
Cust_111,Premium,60,2.7674442345187704,38.43339437895745,21.680653670130184,1.5611423599069463,17.033824292294245
Cust_112,Standard,40,4.638288291107005,30.08054345570252,8.623871025156422,1.3297632091955107,14.815190356945212
Cust_113,Standard,40,2.815972716451376,6.359886899902219,14.204683080313037,6.289420021072228,4.233538389831713
Cust_114,Basic,20,3.042294950785559,58.11588824771216,6.573984549011511,0.344139969344568,25.0717322695562
Cust_115,Standard,40,6.539634184296413,37.55379579078488,6.1165500810506765,1.0651386672826126,18.9452988268918
Cust_116,Premium,60,9.30641483773515,58.93540632202262,6.447165857760308,1.0180637369692582,29.15801143145014
Cust_117,Basic,20,4.4325086179889785,11.517725265423598,4.512117566750263,1.736453990619166,7.266595276962827
Cust_118,Premium,60,4.372728828726789,29.53148780339641,13.721408838761732,2.03172967103606,14.436232418594637
Cust_119,Premium,60,2.367963993760822,8.002660009109112,25.338223114071702,7.4975070703621505,4.621842399900139
Cust_120,Premium,60,1.4435825621738738,10.257815189379958,41.56326182663686,5.849198771110513,4.969275613056308
Cust_121,Basic,20,8.422841746355862,27.256664979194625,2.37449552090338,0.7337654850755316,15.956371039491367
Cust_122,Basic,20,0.5570099317369398,16.5666043369051,35.906002497358415,1.2072480028660062,6.9608476938042045
Cust_124,Premium,60,4.383423329754169,16.578531402554873,13.687931893943931,3.619138423247403,9.261466558874451
Cust_126,Basic,20,2.322517787432038,4.283917223658935,8.611344166329767,4.668624288430533,3.1070775619227966
Cust_127,Standard,40,6.949931823652927,41.38027884802151,5.755452141827739,0.9666440418854861,20.722070633400364
Cust_128,Standard,40,3.975936711357605,55.280815737127305,10.060522313078213,0.7235783239923409,24.497888321665485
Cust_129,Standard,40,3.317240410359481,18.03861959025492,12.058215580361058,2.2174645792524705,9.205792082317657
Cust_130,Standard,40,7.95076462293442,8.286978306424782,5.0309626679952,4.826849850564776,8.085250096330565
Cust_131,Basic,20,4.250428459271645,39.87233861152776,4.705407982193684,0.5016008766091705,18.49919252017409
Cust_132,Standard,40,0.6147597718048328,37.98308463872975,65.06606618479057,1.0531003571840947,15.5620897185748
Cust_133,Standard,40,5.4697589317118505,14.494102783616723,7.312936547914982,2.759743089804333,9.0794964724738
Cust_134,Basic,20,3.9691393117855926,19.365871190575387,5.038875793705165,1.0327446569887968,10.127832063301511
Cust_135,Standard,40,2.093975284200981,26.30121780965684,19.102422221408023,1.5208421256187412,11.776872294383324
Cust_136,Basic,20,4.524593125434161,11.786282349419457,4.420286961842758,1.6968879080845298,7.42926881502828
Cust_138,Standard,40,1.888413368282842,55.56904381716638,21.181803026724232,0.7198252345605991,23.36066554783626
Cust_139,Premium,60,8.222293030541932,22.315676439131447,7.29723445480821,2.688692864124323,13.859646393977737
Cust_140,Standard,40,3.927985459648692,30.95412624050306,10.183337084852012,1.2922348280553477,14.73844177199044
Cust_141,Standard,40,3.3772166210355,24.759557237316635,11.844072941858098,1.6155377746300554,11.930152867547955
Cust_142,Premium,60,7.622295185090145,51.49105485632922,7.871644766180806,1.1652509385836531,25.169799053585777
Cust_143,Premium,60,7.483375432940214,45.66835804552815,8.017772265693482,1.313819952540974,22.75736847797539
Cust_144,Standard,40,7.315504829958708,48.62472134895328,5.467838642685413,0.8226268221249367,23.839191437556536
Cust_145,Basic,20,4.082847945115267,6.572229243538168,4.8985414761595685,3.043107484369029,5.078600464484428
Cust_146,Standard,40,2.343144529399817,48.86338277760401,17.071076708292413,0.8186088994709052,20.951239828681498
Cust_147,Basic,20,8.318203525989455,54.39618814525213,2.4043653100710816,0.36767282197411955,26.749397373694528
Cust_148,Basic,20,2.573911252853551,16.999611824525047,7.770275675910397,1.17649745220337,8.344191481522149
Cust_149,Premium,60,0.8531857324549756,35.43603641991296,70.32466404162041,1.6931916224773813,14.68632600743817
Cust_150,Standard,40,4.463140282397504,22.17665967337281,8.962299517619655,1.8036981488256958,11.548548038787626
Cust_151,Standard,40,0.9178012725823615,12.430359014473616,43.58241941357788,3.2179279740371896,5.5228243693388634
Cust_153,Premium,60,5.561698904820122,40.62316715689482,10.788070520682123,1.476989712994754,19.586286205650005
Cust_154,Premium,60,2.6875804887249832,28.20281053005084,22.32491277999441,2.127447544139915,12.893672505255328
Cust_155,Standard,40,5.3484831259206125,58.600244564900585,7.478755949728263,0.6825910078873382,26.649187701512606
Cust_156,Basic,20,7.824609987713628,31.57950081540945,2.556037940728603,0.6333222338410383,17.326566318791958
Cust_157,Premium,60,3.3844692125513145,22.62831711984165,17.728038351623887,2.651544950613626,11.08200837546745
Cust_158,Premium,60,3.881607522157495,20.207144901415507,15.45751332598678,2.9692467833888303,10.411822473860699
Cust_159,Standard,40,7.108914593150119,32.52462785788119,5.626738016875668,1.2298372843736447,17.275199899042548
Cust_160,Basic,20,6.781133851862365,12.281359073020756,2.9493592719021784,1.6284842647370579,8.981223940325721
Cust_161,Basic,20,7.277849989608778,20.31847851040952,2.748064336109668,0.9843256713219763,12.494101397929075
Cust_162,Basic,20,0.2390577722041477,51.56558820974084,83.66178524796356,0.38785555821938555,20.769669947218823
Cust_163,Standard,40,4.100172992318715,41.89253281693651,9.755685936894908,0.9548241013450639,19.217116922165836
Cust_164,Basic,20,7.605939607322965,39.29155504242672,2.629523902706786,0.5090152318584529,20.280185781364466
Cust_165,Standard,40,9.30916704229245,48.073744224214,4.296839858848393,0.8320550155910805,24.81499791506107
Cust_166,Premium,60,7.966208381025721,52.05317280104771,7.531814023709289,1.152667489248462,25.60099414903452
Cust_168,Standard,40,6.641408331836399,16.929490143204962,6.022818956674466,2.362740972211435,10.756641056383824
Cust_169,Basic,20,2.7457966477602933,55.17676576024372,7.283860593359567,0.3624714084711815,23.718184292753662
Cust_171,Premium,60,2.9749960060110627,44.23607855386537,20.16809430290606,1.3563589260503557,19.479429025152786
Cust_172,Standard,40,2.921645937352071,48.182434253875954,13.690912881884849,0.8301780642554868,21.025961263961626
Cust_173,Basic,20,3.922231266374917,31.248432767732226,5.099138383669253,0.6400320985266311,14.852711866917842
Cust_174,Standard,40,7.868924292579784,14.641787017649142,5.083286928776159,2.7319069695375426,10.578069382607527
Cust_175,Premium,60,9.850383903651323,47.07507530802488,6.09113315652188,1.2745598303859074,24.740260465400745
Cust_176,Premium,60,7.37523437374092,11.6145622717673,8.135334683549367,5.165928650264171,9.070965532951472
Cust_177,Basic,20,3.969760096443247,54.857737148434346,5.038087822465451,0.3645793836862774,24.32495091723969
Cust_178,Standard,40,4.513196076932935,48.22699906222784,8.862898779080542,0.8294109270283965,21.998717271050896
Cust_179,Basic,20,7.46421877515453,45.971652800987016,2.6794498664176607,0.43505070584650807,22.867192385487527
Cust_180,Premium,60,4.666237963630375,51.70960841818015,12.858324086266586,1.1603259400994632,23.483586145450285
Cust_181,Basic,20,2.9808553564354376,5.469718924652086,6.70948355706745,3.6564950183929508,3.976400783722097
Cust_182,Standard,40,0.7466374323267698,6.758887471287948,53.57352614286527,5.9181337416729844,3.1515374479112412
Cust_183,Standard,40,2.717844403199837,9.075390811444542,14.717545990825027,4.407523690280964,5.260862966497719
Cust_184,Premium,60,5.239827725259173,45.90560930011232,11.45075814434954,1.3070298143249608,21.50614035520043
Cust_185,Standard,40,8.693107578512054,52.584464996257765,4.6013464849869665,0.7606809350032685,26.249650545610336
Cust_186,Basic,20,4.184060615569845,46.25592331179809,4.780045471993267,0.43237705720812575,21.012805694061143
Cust_187,Standard,40,1.0399497770507853,17.39659297499226,38.4633959088263,2.2993007916837693,7.582607056227375
Cust_188,Standard,40,8.490945746476209,40.79068168606834,4.7109004337473515,0.9806161198247788,21.41084012231306
Cust_189,Premium,60,1.2665517978259078,11.263371659708383,47.37271709139149,5.327001701864594,5.2652797425788975
Cust_190,Premium,60,3.85510673825942,33.1547389774315,15.563771400812106,1.809696044985971,15.574959633928252
Cust_191,Premium,60,3.686987365952618,51.16040103384417,16.27344876580493,1.1727820499356165,22.67635283310924
Cust_192,Standard,40,7.62184365246984,57.13003480839435,5.2480740649984465,0.7001571088509583,27.425120114839647
Cust_193,Basic,20,6.017600122741673,8.605606144830544,3.3235840853592347,2.3240663892123576,7.052802531577221
Cust_194,Premium,60,9.453969491190952,42.69575589801654,6.346540472328262,1.4052919016896321,22.750684053921187
Cust_195,Basic,20,0.5323175832926743,41.16702197349168,37.57155620576931,0.4858257663835491,16.786199339372278
Cust_196,Standard,40,2.688662527613926,6.439461141695048,14.877285486437861,6.21169987982424,4.188981973246375
Cust_197,Premium,60,6.827500029928938,20.19155361723453,8.78798970882238,2.9715395425930433,12.173121464851175
Cust_199,Premium,60,3.496220351077421,25.86090885750574,17.161389722335425,2.3201040740911894,12.442095753648749
Cust_200,Basic,20,6.821065968807766,27.42785473119238,2.9320930323000147,0.7291857199919818,15.063781473761612
Cust_201,Premium,60,2.6286879982687648,29.93561897468832,22.82507472911033,2.0043012990889624,13.551460388836588
Cust_203,Premium,60,0.6472101844827743,37.18200439989351,92.70558689979471,1.6136838497112287,15.26112787064707
Cust_204,Premium,60,7.668482917723197,35.65512195341124,7.82423337754715,1.6827876813434826,18.863138531998416
Cust_205,Standard,40,5.730890454627817,5.690104762635246,6.979718128741956,7.029747547473077,5.714576177830788
Cust_206,Standard,40,8.650594889650138,47.11093478997134,4.623959451373378,0.8490597815205088,24.03473084977862
Cust_207,Standard,40,2.3523242733353467,9.2531695715131,17.00445829404474,4.322843074565974,5.112662392606448
Cust_208,Basic,20,5.766260695629346,50.10174501123669,3.4684522701443945,0.39918769287405964,23.500454421872284
Cust_209,Basic,20,2.506740769329772,17.694717648350284,7.978487542350622,1.1302808215119862,8.581931520937976
Cust_210,Premium,60,4.179621402617863,33.59556259366418,14.355367202019691,1.7859501484078575,15.945997879036389
Cust_211,Standard,40,2.402854493750425,12.041266742674653,16.64686734216984,3.3219096341615506,6.2582193933201165
Cust_212,Premium,60,3.890201029901957,30.501644156088496,15.423367465797044,1.9671070743910464,14.534778280376573
Cust_213,Basic,20,8.64886160671441,23.83773559120668,2.3124430600754797,0.839005866286127,14.72441120051132
Cust_214,Standard,40,4.782240078434574,7.430112494752197,8.364281036491514,5.383498571286982,5.841389044961623
Cust_215,Standard,40,5.4584151788683775,4.707882481443946,7.328134392351716,8.496388802749316,5.158202099898604
Cust_216,Basic,20,2.0567674871436976,9.441790995067942,9.723996574729346,2.118242186302079,5.010776890313395
Cust_217,Premium,60,9.680999553208334,55.02096440267718,6.197707134498905,1.090493426485279,27.816985492995872
Cust_218,Premium,60,1.7611091494529318,14.255950182666858,34.06943858002118,4.208768916220764,6.759045562738502
Cust_219,Basic,20,2.0822157808194457,14.641330467325524,9.605152445885844,1.3659960783368155,7.105861655421877
Cust_220,Standard,40,0.5375635423097175,23.537574062369902,74.40980805382442,1.699410478497399,9.737567750333792
Cust_221,Basic,20,9.697942719425743,2.5634140762477884,2.0622930634492636,7.802094942567808,6.844131262154562
Cust_222,Basic,20,7.41563763690205,49.23740564732758,2.6970034108024703,0.40619524398287477,24.14434484107226
Cust_223,Standard,40,8.190766829577573,22.111900100076003,4.883547637512585,1.8089806764214944,13.759220137776945
Cust_224,Standard,40,7.934652859832616,54.00815045283921,5.041178323312788,0.7406289544191788,26.364051897035253
